4429984,4432765,b
4435275,4437143,a
4437557,4440371,b
4441308,4443799,c
4445416,4449744,d
4451344,4453441,a
4453683,4456667,b
4460689,4461662,k
53837910,53839702,i
54087990,54089648,i
54547277,54548046,k
56429671,56431386,i
56455474,56457053,i
56471872,56473599,i
56481413,56483245,a
56484199,56486718,b
56496659,56498590,a
56499132,56501827,b
56743175,56744809,i
56760151,56761867,i
56769225,56771019,i
56774846,56776890,a
56777338,56780127,b
56781210,56783503,c
56785013,56789275,x
56790829,56792909,a
56793230,56796031,b
56798181,56799297,k
56801929,56803801,i
56806886,56808934,a
56809234,56811987,b
56812788,56815385,c
56817311,56821603,x
56823180,56825117,a
56825483,56828292,b
56861745,56863550,i
56865979,56868020,a
56868506,56871296,b
56873668,56875695,a
56876077,56878896,b
56879675,56882248,c
56883687,56888079,x
56889919,56891706,a
56892314,56895054,b
56957680,56959440,i
56961912,56963765,a
56964466,56967229,b
56969476,56971448,a
56971794,56974605,b
56975401,56977903,c
56979370,56983674,x
57023485,57025213,i
57027596,57029600,a
57030116,57032946,b
57033853,57036351,c
57037805,57042159,x
57043740,57045648,a
57046033,57048834,b
57050921,57052024,k
57059641,57061512,a
57061951,57064743,b
57065509,57068059,c
57069512,57073807,d
57075474,57077455,a
57077806,57080567,b
57156523,57158286,i
57160770,57162644,a
57163471,57166215,b
57168644,57170616,a
57170949,57173851,b
57174671,57177215,c
57178614,57182927,x
57184455,57187117,k
57188056,57191064,k
57192079,57195092,k
57196079,57199126,k
57200128,57203175,k
57204323,57207374,k
57208342,57211433,k
57212449,57215526,k
57308960,57310711,i
57313479,57315503,a
57316147,57318877,b
57321147,57323219,a
57323503,57326268,b
57327190,57329712,c
57331063,57335464,d
57337067,57339032,a
57339517,57342352,b
57344481,57345607,k
57348665,57350512,k
57352418,57357178,k
57360151,57362091,a
57362503,57365327,b
57366566,57369065,c
57370516,57374863,d
57376531,57378421,a
57378901,57381660,b
57440343,57442171,i
57444842,57446614,a
57447427,57450120,b
57453935,57455040,k
57463978,57465954,a
57466375,57469131,b
57469952,57472435,c
57473867,57478221,d
57479888,57482778,k
57483701,57486766,k
57487817,57490866,k
57491785,57494790,k
57496316,57499161,i
57500220,57503195,k
57504257,57507232,k
57837859,57839486,i
57844449,57846317,i
57848761,57850750,a
57851512,57854229,b
57856577,57858483,a
57858882,57861761,b
57862610,57865149,c
57866660,57870906,d
57872628,57874529,a
57874943,57877837,b
57879757,57880901,k
57891097,57892957,a
57893542,57896252,b
57898577,57900597,a
57900917,57903728,b
57904618,57907211,c
57908655,57913031,d
57914658,57916616,a
57917025,57919842,b
57942831,57944613,a
57945605,57948091,b
57949024,57951539,c
57953026,57957314,x
57959103,57960851,a
57961333,57964154,b
57966736,57967921,k
57970243,57971880,k
57973242,57978007,k
57981233,57983319,a
57983675,57986485,b
57987321,57989853,c
57991403,57995682,x
66313676,66315349,i
66336084,66337869,i
66627422,66629051,i
66726303,66726970,k
66735643,66736312,k
67136804,67138335,i
67140902,67142678,i
67173029,67174618,i
67177304,67179213,i
67182946,67185166,a
67185439,67188215,b
67190957,67193082,a
67193465,67196316,b
67197214,67199768,c
67201332,67205606,d
67207359,67209280,a
67209761,67212573,b
67241669,67243390,i
67246250,67248275,a
67248638,67251590,b
67253792,67255855,a
67256106,67259007,b
67259778,67262330,c
67263857,67268101,d
67269804,67271752,a
67272218,67275156,b
67304937,67306750,i
67309354,67311361,a
67312027,67314842,b
67317768,67319694,a
67320102,67322918,b
67323776,67326422,c
67328004,67332294,d
67333949,67335859,a
67336316,67339219,b
67341171,67342335,k
67377380,67378409,k
67381476,67383324,i
67386251,67388277,a
67388779,67391570,b
67392353,67394994,c
67396465,67400724,d
67402266,67404984,k
67405932,67409051,k
67410123,67413241,k
67414155,67417193,k
67418205,67421322,k
67424051,67425695,k
67426943,67431793,k
67436170,67438117,a
67438487,67441318,b
67442197,67444706,c
67446287,67450600,x
67503964,67505699,i
67509021,67510810,i
67514242,67516156,a
67516779,67519600,b
67520584,67523165,c
67524600,67528951,d
67530684,67532407,a
67532914,67535823,b
67584975,67586660,i
67589354,67591276,a
67591949,67594683,b
67598110,67600109,a
67600558,67603377,b
67604145,67606703,c
67608190,67612474,d
67614219,67616119,a
67616499,67619308,b
67691672,67692597,k
67695853,67697489,i
67700438,67702366,a
67703012,67705788,b
67708103,67709977,a
67710353,67713162,b
67714009,67716519,c
67718102,67722377,x
67723961,67725845,a
67726367,67729200,b
67749645,67751350,a
67752116,67754838,b
67755794,67758292,c
67759976,67764186,d
67841158,67841941,k
67886888,67888470,i
67891524,67893317,a
67894028,67896757,b
67906971,67908737,a
67909389,67912026,b
67914445,67916350,a
67916764,67919572,b
67920395,67922968,c
67924532,67928794,d
67930494,67932369,i
67938741,67940492,a
67941015,67943800,b
67944552,67947249,c
67948673,67952981,d
67984745,67985617,k
67987975,67989850,a
67990617,67993339,b
67995482,67997437,a
67997887,68000659,b
68001505,68004056,c
68005631,68009947,x
68011786,68013462,a
68014045,68016787,b
68019347,68020485,k
68061305,68062999,i
68066078,68068032,a
68068574,68071271,b
68073814,68075743,a
68076273,68078994,b
68079910,68082475,c
68084072,68088346,d
68090102,68091983,a
68092470,68095301,b
68097407,68098529,k
68101677,68103247,k
68105005,68109645,k
68231715,68233458,i
68236444,68238287,a
68239051,68241771,b
68242664,68245189,c
68246786,68250990,d
68252587,68254460,a
68255029,68257795,b
68260071,68261104,k
68264273,68265836,k
68267434,68272173,k
68275642,68277556,a
68278007,68280760,b
68281600,68284158,c
68285703,68290100,d
68291754,68293631,a
68294179,68297018,b
68730802,68731796,k
69679314,69680951,i
69708551,69710237,i
69716750,69718562,i
69721123,69723120,a
69723626,69726379,b
69727416,69729928,c
69731268,69735527,x
69737328,69739210,a
69739656,69742460,b
69744504,69745561,k
69748332,69750028,i
69755284,69757140,a
69757565,69760316,b
69761182,69763697,c
69765225,69769678,x
69771310,69773253,a
69773673,69776492,b
69778944,69779969,k
69813968,69815677,i
69818639,69820550,a
69821208,69823961,b
69824872,69827378,c
69828880,69833121,d
69834707,69836646,a
69837091,69839932,b
69841889,69843039,k
69845483,69847056,k
69873045,69874946,a
69875621,69878278,b
69880595,69882549,a
69882967,69885763,b
69886531,69889122,c
69890568,69894898,x
69896498,69898384,a
69898910,69901730,b
69903936,69905048,k
69914283,69916177,a
69916679,69919413,b
69920369,69922883,c
69924433,69928778,d
69930362,69932357,a
69932820,69935605,b
69961449,69962500,k
69965094,69967054,a
69967692,69970466,b
69972590,69974594,a
69975036,69977841,b
69978694,69981179,c
69982684,69986931,d
69988680,69990461,a
69990950,69993681,b
70025218,70026984,i
70029777,70031750,a
70032269,70035054,b
70035981,70038450,c
70040015,70044290,d
70045983,70047920,a
70048269,70051111,b
70053182,70054378,k
70057046,70058782,i
70064025,70065711,a
70066303,70069026,b
70069826,70072329,c
70073976,70078395,d
70079938,70081792,a
70082347,70085182,b
70212400,70214008,i
70216267,70218145,a
70219012,70221669,b
70223938,70225902,a
70226271,70229142,b
70229998,70232620,c
70234059,70238368,d
70240035,70241779,a
70242340,70245140,b
70247426,70248515,k
70251423,70253076,k
70254517,70259336,k
70262477,70264437,a
70264855,70267652,b
70268489,70271028,c
70272517,70276813,d
70278578,70280452,a
70280933,70283731,b
71115863,71117314,i
71123346,71124947,i
71128409,71130085,a
71130832,71133518,b
71135879,71137752,a
71138225,71141015,b
71143609,71145587,a
71146021,71148870,b
71149643,71152216,c
71153798,71158099,d
71159630,71161529,a
71162005,71164802,b
71167466,71168390,k
71184525,71186254,a
71187181,71189763,b
71192346,71193903,a
71194519,71197338,b
71198216,71200665,c
71202098,71206344,x
71208192,71209939,a
71210339,71213150,b
71215224,71216236,k
71352139,71353039,k
71387376,71389123,i
71391609,71393396,i
71396270,71398279,a
71398746,71401530,b
71402378,71404827,c
71406385,71410602,d
71412248,71414212,a
71414616,71417472,b
71419394,71420499,k
71423392,71425328,k
71426600,71431493,k
71434174,71436123,a
71436469,71439346,b
71440151,71442682,c
71444266,71448516,d
71450016,71452737,k
71453694,71455909,k
79944142,79945865,i
79956398,79958147,i
79963713,79965562,i
79968996,79970932,a
79971610,79974452,b
79976754,79978687,a
79979048,79981910,b
79982701,79985304,c
79986814,79991074,x
79992773,79994656,a
79995100,79997949,b
80000192,80001373,k
80042499,80044299,i
80046560,80048591,a
80049394,80052121,b
80053017,80055505,c
80056844,80061190,d
80062897,80064785,a
80065134,80067966,b
80069965,80071192,k
80263049,80264737,i
80270255,80272020,i
80274948,80276992,a
80277435,80280318,b
80281203,80283781,c
80285215,80289516,d
80291189,80293155,a
80293381,80296283,b
80298123,80299374,k
80301638,80303513,i
80306874,80308931,a
80309203,80312082,b
80312870,80315432,c
80316864,80321289,d
80322917,80325752,k
80326566,80329717,k
80330605,80333700,k
80346133,80348062,a
80348548,80351347,b
80352314,80354719,c
80356226,80360528,d
80362210,80364073,a
80364454,80367384,b
80771083,80772853,i
80780332,80782116,i
80785684,80787463,i
80796550,80798546,a
80799014,80801881,b
80804094,80806066,a
80806428,80809315,b
80810090,80812588,k
80814138,80818475,k
80820044,80822136,a
80822505,80825368,b
80827332,80828635,k
80831354,80833108,a
80834505,80839443,b
80842165,80844139,a
80844488,80847368,b
80848240,80850811,k
80852390,80856734,k
80858385,80861257,k
80861986,80865207,k
80872942,80874941,a
80875427,80878226,b
80879171,80881704,c
80883195,80887648,d
80924171,80925970,i
80928740,80930789,a
80931418,80934157,b
80936688,80938660,a
80939018,80941894,b
80942675,80945293,c
80946804,80951196,x
80952696,80955480,k
80956310,80959411,k
80960305,80963440,k
80964367,80967524,k
80968433,80971580,k
80972726,80975883,k
81414660,81416434,i
81422042,81423855,i
81427034,81429001,a
81429633,81432399,b
81435486,81437423,a
81437731,81440647,b
81441397,81443869,c
81445356,81449715,d
81451329,81453408,a
81453713,81456739,b
81458552,81459669,k
81462661,81464535,a
81465976,81470921,b
81474329,81476210,i
81830404,81832073,i
81835441,81837323,i
82950469,82952243,i
82958016,82959749,i
82962593,82964521,i
82967545,82969500,a
82970140,82972889,b
82975095,82980277,k
82981055,82983533,c
82985008,82989388,x
82991039,82992975,a
82993348,82996257,b
82998320,82999469,k
83028992,83030714,a
83031895,83034275,b
83036570,83038521,a
83038830,83041658,b
83042434,83045052,k
83046516,83050885,k
83052523,83054327,a
83054801,83057683,b
83059526,83060645,k
83094389,83096133,i
83098624,83100792,a
83101209,83104004,b
83106134,83108134,a
83108470,83111390,b
83112175,83114739,c
83116311,83120604,d
83122191,83124082,a
83124573,83127480,b
83129453,83130582,k
83133169,83134960,k
83136273,83141152,k
83144450,83146387,a
83146821,83149682,b
83150473,83152942,c
83154501,83158848,x
83160524,83162525,a
83162925,83165756,b
